row_names,smiles,SUBSTANCE_ID,SUBSTANCE_LOT_ID,SAMPLE_SBMSN_ID,RESULT,SMP_CONC,ASSAY_NAME,CO,ord,cl,if
1.3.N:7,CC1CCCCC12C(N(CC(Nc1ccc3c(c1)OCCO3)=O)C(N2)=O)=O,UNC10369589A,F3319-0321,PLATE 020_N_07,81,20,DENV-2 RdRp picogreen,550,476,17,0
1.2.N:19,C1CN(CCC1CNC(C(Nc1ccc2c(c1)OCO2)=O)=O)c1ccccn1,UNC10371369A,F5016-1349,PLATE 025_N_19,98,20,DENV-2 RdRp picogreen,95,477,17,0
1.3.H:20,C1CC(CN(C1)c1ccc(c2ccco2)nn1)C(Nc1ccc2c(c1)OCO2)=O,UNC10388285A,F5527-1259,PLATE 078_H_20,80,20,DENV-2 RdRp picogreen,567,478,17,0
1.1.E:3,C1CN(C(N1CC(Nc1ccc2c(c1)OCO2)=O)=O)c1ccc2c(c1)OCCO2,UNC10373022A,F5788-4207,PLATE 031_E_03,67,20,DENV-2 RdRp picogreen,785,479,17,0
1.1.C:3,CC1CCCN(C1)C(CN1CCN(C1=O)c1ccc2c(c1)OCCO2)=O,UNC10373020A,F5788-4045,PLATE 031_C_03,66,20,DENV-2 RdRp picogreen,813,480,17,0
1.13.M:11,C1Cc2cc(nnc2C1)N1CCN(CC1)CC(NCc1ccccc1[Cl])=O,UNC10376996A,F6565-4913,PLATE 043_M_11,67,20,DENV-2 RdRp picogreen,792,482,18,0
1.9.O:12,C1CCc2c(C1)cc(C(Nc1ccc3c(c1)OCCO3)=O)nn2,UNC10380529A,F6760-2551,PLATE 054_O_12,66,20,DENV-2 RdRp picogreen,818,483,18,0
1.6.J:16,Cn1c(ccn1)c1ccc(CCNC(Nc2cccs2)=O)cc1,UNC10403541A,F6518-5028,PLATE 126_J_16,86,20,DENV-2 RdRp picogreen,484,485,19,0
1.12.B:5,CC(Cc1ccco1)NC(Nc1cccs1)=O,UNC10410053A,F5831-2198,PLATE 147_B_05,99,20,DENV-2 RdRp picogreen,74,486,19,0
1.1.A:5,CC(CNC(Nc1cccs1)=O)(c1ccco1)O,UNC10401756A,F5857-9635,PLATE 121_A_05,95,20,DENV-2 RdRp picogreen,312,487,19,0
1.12.M:7,C1C(CNC(Nc2cccs2)=O)OCc2ccccc12,UNC10390962A,F6487-0415,PLATE 087_M_07,86,20,DENV-2 RdRp picogreen,479,488,19,0
1.7.G:8,COC1(Cc2ccccc2C1)CNC(Nc1cccs1)=O,UNC10403730A,F6521-9761,PLATE 127_G_08,80,20,DENV-2 RdRp picogreen,570,489,19,0
1.10.P:11,COC(CNC(Nc1cccs1)=O)c1ccccc1[Cl],UNC10390389A,F6451-3088,PLATE 085_P_11,65,20,DENV-2 RdRp picogreen,860,490,19,0
1.5.L:3,C1CN(CCSC1c1ccccc1)C(Nc1cccs1)=O,UNC10403015A,F6481-0415,PLATE 125_L_03,100,20,DENV-2 RdRp picogreen,33,491,19,0
1.4.P:18,COc1ccc(cc1)C1CCCCN(C1)C(Nc1cccs1)=O,UNC10402939A,F6464-1209,PLATE 124_P_18,98,20,DENV-2 RdRp picogreen,133,492,19,0
1.8.F:19,C1CCN(CC(C1)c1ccc(cc1)F)C(Nc1cccs1)=O,UNC10389867A,F6381-4276,PLATE 083_F_19,97,20,DENV-2 RdRp picogreen,199,493,19,0
1.1.J:4,C1CN(CCC1c1cccs1)C(Nc1cccs1)=O,UNC10401749A,F6184-0341,PLATE 121_J_04,86,20,DENV-2 RdRp picogreen,485,494,19,0
1.1.B:15,C1CN(CCC1CNC(Nc1cccs1)=O)c1ncccn1,UNC10387559A,F5033-2473,PLATE 076_B_15,84,20,DENV-2 RdRp picogreen,504,495,19,0
1.11.L:9,C1CN(CCC1CNC(Nc1cccs1)=O)c1ccccn1,UNC10409808A,F5033-2213,PLATE 146_L_09,75,20,DENV-2 RdRp picogreen,643,496,19,0
1.12.A:7,CN(C1CCCN(C1)C(Nc1cccs1)=O)c1c(cccn1)C(F)(F)F,UNC10405304A,F6676-4732,PLATE 132_A_07,74,20,DENV-2 RdRp picogreen,656,497,19,0
1.5.K:20,C1CN(CCC1Oc1ccncc1[Cl])C(Nc1cccs1)=O,UNC10403286A,F6479-3295,PLATE 125_K_20,99,20,DENV-2 RdRp picogreen,73,498,19,0
1.8.K:18,C1CN(CCC1Oc1ccccn1)C(Nc1cccs1)=O,UNC10389856A,F6359-0296,PLATE 083_K_18,73,20,DENV-2 RdRp picogreen,673,499,19,0
1.5.K:8,CC1=CC(=CC(N1C)=O)OC1CCN(CC1)C(Nc1cccs1)=O,UNC10403094A,F6474-0357,PLATE 125_K_08,75,20,DENV-2 RdRp picogreen,640,500,19,0
1.6.P:7,CN(C)c1ccc(nn1)OC1CCN(C1)C(Nc1cccs1)=O,UNC10412976A,F6489-2143,PLATE 156_P_07,79,20,DENV-2 RdRp picogreen,587,501,19,0
1.12.E:17,C1CC(CN(C1)C(Nc1cccs1)=O)Oc1cccnn1,UNC10391114A,F6490-0415,PLATE 087_E_17,72,20,DENV-2 RdRp picogreen,688,502,19,0
1.1.K:13,C1CC2CC(CC1N2C(Nc1cccs1)=O)Oc1cccnc1,UNC10411469A,F6549-8769,PLATE 151_K_13,91,20,DENV-2 RdRp picogreen,391,503,19,0
1.7.K:14,CC1=CC(=CC(=O)O1)OC1CCN(CC1)C(NCCCc1ccccc1)=O,UNC10375123A,F6473-8375,PLATE 037_K_14,91,20,DENV-2 RdRp picogreen,381,504,19,0
1.8.K:22,CC(C)(C)c1ccc(cc1)NC(N1CCC(CC1)Oc1cnccn1)=O,UNC10389920A,F6359-3088,PLATE 083_K_22,76,20,DENV-2 RdRp picogreen,617,505,19,0
1.10.C:5,CCN1C(C(C)(C)COc2cc(ccc12)NC(Nc1cccs1)=O)=O,UNC10401438A,F5541-0072,PLATE 120_C_05,93,20,SARSCoV2RdRpsingleshot,352,506,19,0
1.4.C:22,C1CN(CCC12c1ccccc1C(=O)O2)C(Nc1cccs1)=O,UNC10402990A,F6443-4272,PLATE 124_C_22,88,20,DENV-2 RdRp picogreen,447,507,19,0
1.10.P:6,COc1ccc(c(c1)C1c2cccn2CCN1C(Nc1cccs1)=O)OC,UNC10385530A,F2707-0357,PLATE 070_P_06,99,20,DENV-2 RdRp picogreen,69,508,19,0
1.14.H:16,C1Cn2cccc2C(c2ccccc2F)N1C(Nc1cccs1)=O,UNC10367840A,F2707-0051,PLATE 014_H_16,93,20,DENV-2 RdRp picogreen,342,509,19,0
1.4.N:3,C(CS(N1CCN(CC1)c1ccccn1)(=O)=O)NC(c1c(cccc1F)F)=O,UNC10371752A,F5110-0055,PLATE 027_N_03,97,20,DENV-2 RdRp picogreen,183,512,21,0
1.4.N:5,Cc1cccc(c1)N1CCN(CC1)S(CCNC(COc1ccccc1F)=O)(=O)=O,UNC10371783A,F5110-0378,PLATE 027_N_05,97,20,DENV-2 RdRp picogreen,184,513,21,0
1.3.M:6,COC(N1CCC(CC1)CNC(c1ccc(cc1)[Cl])=O)=O,UNC10371480A,F5033-3359,PLATE 026_M_06,99,20,DENV-2 RdRp picogreen,41,514,21,0
1.3.M:8,COc1ccc(cc1C(NCC1CCN(CC1)C(=O)Oc1ccccc1)=O)[Cl],UNC10371512A,F5033-3688,PLATE 026_M_08,98,20,DENV-2 RdRp picogreen,98,515,21,0
1.3.M:13,COCCN1CCC(CC1)CNC(c1c(cccc1F)F)=O,UNC10371592A,F5033-0205,PLATE 026_M_13,98,20,DENV-2 RdRp picogreen,101,516,21,0
1.6.A:12,COC1CC(C(=O)OC)N(C1)C(c1ccc(cc1[Cl])F)=O,UNC10413041A,F6444-2163,PLATE 156_A_12,89,20,DENV-2 RdRp picogreen,427,517,21,0
1.3.M:4,CCCc1ccc(cc1)C(NCC1CCN(CC1)S(C)(=O)=O)=O,UNC10371448A,F5033-2852,PLATE 026_M_04,98,20,DENV-2 RdRp picogreen,96,518,21,0
1.3.M:15,C1CCC(C1)N1CCC(CC1)CNC(CCc1ccccc1)=O,UNC10371623A,F5033-0323,PLATE 026_M_15,98,20,DENV-2 RdRp picogreen,102,519,21,0
1.2.N:6,C1CCC(C1)N1CCC(CC1)CNS(Cc1cccc(c1)[Cl])(=O)=O,UNC10371161A,F5017-0339,PLATE 025_N_06,97,20,DENV-2 RdRp picogreen,154,520,21,0
1.3.M:10,CCCCOc1ccc(cc1)NC(NCC1CCN(CC1)C(Nc1ccccc1OC)=O)=O,UNC10371544A,F5033-7621,PLATE 026_M_10,98,20,DENV-2 RdRp picogreen,99,521,21,0
1.4.M:11,CCOc1ccc(cc1)NC(C1CC(N(C1)c1cc(ccc1OC)OC)=O)=O,UNC10369966A,F3375-1282,PLATE 021_M_11,95,20,DENV-2 RdRp picogreen,271,522,21,0
1.2.N:7,CN1CCC(CC1)CNC(C(Nc1ccc(cc1F)F)=O)=O,UNC10371177A,F5016-0036,PLATE 025_N_07,97,20,DENV-2 RdRp picogreen,155,523,21,0
1.2.N:11,CC(C)c1ccc(cc1)NC(C(NCC1CCN(CC1)CCOC)=O)=O,UNC10371241A,F5016-0253,PLATE 025_N_11,97,20,DENV-2 RdRp picogreen,156,524,21,0
1.2.N:13,COc1ccc(cc1NC(C(NCC1CCN(CC1)C1CCCC1)=O)=O)[Cl],UNC10371273A,F5016-0327,PLATE 025_N_13,97,20,DENV-2 RdRp picogreen,158,525,21,0
1.2.N:9,CC(C)N1CCC(CC1)CNC(C(Nc1ccc(c(c1)OC)OC)=O)=O,UNC10371209A,F5016-0138,PLATE 025_N_09,96,20,DENV-2 RdRp picogreen,235,526,21,0
1.5.N:4,CC(C)NC(C(NCCN1CCN(CC1)c1ccc(cc1)[Cl])=O)=O,UNC10372087A,F5266-0399,PLATE 028_N_04,97,20,DENV-2 RdRp picogreen,192,527,21,0
1.5.N:19,Cc1cccc(c1)NC(C(NCCN1CCN(CC1)c1ccccc1)=O)=O,UNC10372327A,F5266-0014,PLATE 028_N_19,95,20,DENV-2 RdRp picogreen,308,528,21,0
1.5.N:21,CC(C)(C)NC(C(NCCN1CCN(CC1)c1ccccc1OC)=O)=O,UNC10372359A,F5266-0315,PLATE 028_N_21,97,20,DENV-2 RdRp picogreen,195,529,21,0
1.5.N:15,C(CN1CCN(CC1)c1ccc(cc1)F)NC(c1ccc(cc1)[Cl])=O,UNC10372263A,F5264-0224,PLATE 028_N_15,97,20,DENV-2 RdRp picogreen,194,530,21,0
1.5.N:17,C(C(NCCN1CCN(CC1)c1ccc(cc1)[Cl])=O)c1ccc(cc1)[Cl],UNC10372295A,F5264-0450,PLATE 028_N_17,96,20,DENV-2 RdRp picogreen,255,531,21,0
1.5.N:8,C(CNC(Cc1ccc(cc1)F)=O)CN1CCN(CC1)c1ccccc1,UNC10372151A,F5277-0367,PLATE 028_N_08,95,20,DENV-2 RdRp picogreen,302,532,21,0
1.4.M:15,C1CCN(C1)C(Cc1ccc(cc1)NC(c1cccc(c1)F)=O)=O,UNC10371942A,F5097-0050,PLATE 027_M_15,97,20,DENV-2 RdRp picogreen,177,533,21,0
1.4.M:17,C(C(N1CCOCC1)=O)c1ccc(cc1)NC(c1cccc(c1)F)=O,UNC10371974A,F5097-0171,PLATE 027_M_17,97,20,DENV-2 RdRp picogreen,179,534,21,0
1.4.N:22,C(CC(NCCNC(c1ccc(cc1)NC(C1CC1)=O)=O)=O)Cc1ccccc1,UNC10372055A,F5226-0401,PLATE 027_N_22,97,20,DENV-2 RdRp picogreen,190,535,21,0
1.4.M:19,C1CC1NC(Cc1ccc(cc1)NC(c1c(cccc1F)F)=O)=O,UNC10372006A,F5097-0740,PLATE 027_M_19,96,20,DENV-2 RdRp picogreen,239,536,21,0
1.5.N:6,Cc1ccc(cc1F)NC(C(NCC1(CC1)c1ccc(cc1)F)=O)=O,UNC10372119A,F5268-0467,PLATE 028_N_06,97,20,DENV-2 RdRp picogreen,193,537,21,0
1.4.M:4,CNC(Cc1ccc(cc1)NC(C1(CCOCC1)c1ccccc1)=O)=O,UNC10371766A,F5097-1323,PLATE 027_M_04,96,20,DENV-2 RdRp picogreen,237,538,21,0
1.4.M:21,C(C(NCc1cccs1)=O)c1ccc(cc1)NC(C1(CCOCC1)c1ccccc1)=O,UNC10372038A,F5097-1202,PLATE 027_M_21,96,20,DENV-2 RdRp picogreen,240,539,21,0
1.4.M:7,Cc1ccc(cc1)C(c1ccccc1NC(c1ccccc1)=O)NCC(=O)OC,UNC10369902A,F3371-0831,PLATE 021_M_07,95,20,DENV-2 RdRp picogreen,268,540,21,0
1.5.N:5,Cn1cccc1C(CNC(c1ccc(cc1[Cl])[Cl])=O)N1CCOCC1,UNC10372103A,F5260-0266,PLATE 028_N_05,96,20,DENV-2 RdRp picogreen,251,541,21,0
1.5.N:13,CN(C)C(CNC(C(NCc1ccccc1[Cl])=O)=O)c1cccn1C,UNC10372231A,F5262-0409,PLATE 028_N_13,96,20,DENV-2 RdRp picogreen,253,542,21,0
1.5.N:11,Cn1cccc1C(CNC(C(Nc1ccc(c(c1)[Cl])F)=O)=O)N1CCOCC1,UNC10372199A,F5262-0205,PLATE 028_N_11,95,20,DENV-2 RdRp picogreen,305,543,21,0
1.2.N:18,C(CNC(C(NCc1ccc(cc1)[Cl])=O)=O)CN1CCOC(C1)c1ccccc1,UNC10371353A,F5024-0091,PLATE 025_N_18,98,20,DENV-2 RdRp picogreen,94,544,21,0
1.2.N:14,C(CNC(CCc1ccccc1)=O)CN1CCOC(C1)c1ccccc1,UNC10371289A,F5022-0141,PLATE 025_N_14,97,20,DENV-2 RdRp picogreen,159,545,21,0
1.2.N:20,CCOc1ccc2ccccc2c1C(N1CCOC(C1)c1ccccc1)=O,UNC10371385A,F5027-0023,PLATE 025_N_20,97,20,DENV-2 RdRp picogreen,163,546,21,0
1.2.N:22,COc1ccccc1C(NCC(N1CCOC(C1)c1ccccc1)=O)=O,UNC10371417A,F5027-0148,PLATE 025_N_22,97,20,DENV-2 RdRp picogreen,165,547,21,0
1.2.N:16,C(CNS(c1ccc2ccccc2c1)(=O)=O)CN1CCOC(C1)c1ccccc1,UNC10371321A,F5023-0107,PLATE 025_N_16,97,20,DENV-2 RdRp picogreen,161,548,21,0
1.4.N:14,COc1ccc(cc1S(Nc1ccc(CC(N2CCOCC2)=O)cc1)(=O)=O)[Cl],UNC10371927A,F5190-0165,PLATE 027_N_14,97,20,DENV-2 RdRp picogreen,188,549,21,0
1.4.A:19,C(C(N1CCOCC1)=O)c1ccc(cc1)NC(COc1ccc(cc1[Cl])[Cl])=O,UNC10371994A,F5097-0221,PLATE 027_A_19,89,20,DENV-2 RdRp picogreen,419,550,21,0
1.3.M:11,CC(C)N1CCC(CC1)CNC(COc1ccc2ccccc2c1)=O,UNC10371560A,F5033-0101,PLATE 026_M_11,98,20,DENV-2 RdRp picogreen,100,551,21,0
1.8.M:5,COc1ccc(cc1F)C(N1CCC(c2ccc3c(c2)OCO3)SCC1)=O,UNC10375301A,F6481-2077,PLATE 038_M_05,68,20,DENV-2 RdRp picogreen,760,552,21,0
1.12.D:20,Cc1cccc(CC(NCC(C)(CCOC)O)=O)c1,UNC10381606A,F6123-0048,PLATE 057_D_20,81,20,DENV-2 RdRp picogreen,553,553,21,0
1.1.I:4,COCCNC(C(NCCCc1ccccc1)=O)=O,UNC10373042A,F5852-2053,PLATE 031_I_04,66,20,DENV-2 RdRp picogreen,815,554,21,0
1.1.G:4,COCCNC(C(NCCC1CCCCC=1)=O)=O,UNC10373040A,F5852-2048,PLATE 031_G_04,67,20,DENV-2 RdRp picogreen,786,555,21,0
1.1.C:3,CC(CNC(C(NCCC1CCCCC=1)=O)=O)(c1cccs1)O,UNC10401726A,F5857-7805,PLATE 121_C_03,66,20,DENV-2 RdRp picogreen,833,556,21,0
1.1.M:16,COc1ccc(cc1)C1C(NC2(CCN(CC2)CC(Nc2ccc(c(c2)F)F)=O)N=1)=O,UNC10371001A,F3407-3592,PLATE 024_M_16,97,20,DENV-2 RdRp picogreen,142,558,22,0
1.1.N:4,COc1ccc(cc1)C1C(NC2(CCN(CC2)CC(Nc2cccc(c2)C(F)(F)F)=O)N=1)=O,UNC10370810A,F3411-3815,PLATE 024_N_04,96,20,DENV-2 RdRp picogreen,225,559,22,0
1.1.N:11,C1CN(CCC12N=C(C(=N2)SCc1ccccc1)c1ccccc1)C(Nc1ccccc1)=O,UNC10370922A,F3411-1070,PLATE 024_N_11,97,20,DENV-2 RdRp picogreen,146,560,22,0
1.5.N:18,COc1ccccc1CCN1CC(N(C2CS(CC12)(=O)=O)c1ccc(cc1)[Cl])=O,UNC10372311A,F5295-0003,PLATE 028_N_18,96,20,DENV-2 RdRp picogreen,256,561,22,0
1.2.M:8,CCn1cc(c(n1)OCC)c1nnc(n1C)SCc1ccccc1[Cl],UNC10371192A,F5003-0536,PLATE 025_M_08,99,20,DENV-2 RdRp picogreen,38,563,23,0
1.4.N:17,CC(C)C(Nc1ccc(nn1)SCCN(C(C)C)C(C)C)=O,UNC10371975A,F5126-0775,PLATE 027_N_17,96,20,DENV-2 RdRp picogreen,247,565,24,0
1.1.A:4,Cc1ccc(nn1)OCC1CCN(CC1)C(c1cccc2ccccc12)=O,UNC10382627A,F6656-2723,PLATE 061_A_04,69,20,DENV-2 RdRp picogreen,743,566,24,0
1.1.G:4,C1CN(CCC1COc1ccc(C2CC2)nn1)C(c1cnc2ccccc2n1)=O,UNC10382633A,F6656-3108,PLATE 061_G_04,69,20,DENV-2 RdRp picogreen,744,567,24,0
1.1.E:4,C1CN(CCC1COc1ccc(C2CC2)nn1)C(C1COc2ccccc2O1)=O,UNC10382631A,F6656-3106,PLATE 061_E_04,68,20,DENV-2 RdRp picogreen,764,568,24,0
1.1.I:4,C1CN(CCC1COc1ccc(C2CC2)nn1)C(C1CCOC1)=O,UNC10382635A,F6656-3121,PLATE 061_I_04,67,20,DENV-2 RdRp picogreen,795,569,24,0
1.1.C:4,Cc1c(C(N2CCC(CC2)COc2ccc(C(C)(C)C)nn2)=O)sc(C)n1,UNC10382629A,F6656-2777,PLATE 061_C_04,67,20,DENV-2 RdRp picogreen,794,570,24,0
1.1.O:4,CN1CC(CC1=O)C(N1CCC(CC1)COc1cc2CCCCc2nn1)=O,UNC10382641A,F6656-3455,PLATE 061_O_04,65,20,DENV-2 RdRp picogreen,854,571,24,0
1.13.C:4,Cc1ccc(C)c(c1)S(NCCc1ccoc1)(=O)=O,UNC10381669A,F6356-0250,PLATE 058_C_04,69,20,DENV-2 RdRp picogreen,741,573,25,0
1.6.B:11,Cc1c(cccc1[Cl])S(NCC(c1ccco1)c1ccco1)(=O)=O,UNC10389095A,F6192-0286,PLATE 081_B_11,88,20,DENV-2 RdRp picogreen,442,574,25,0
1.6.F:15,C(C(c1ccsc1)c1ccco1)NS(Cc1ccccc1)(=O)=O,UNC10389163A,F6192-1225,PLATE 081_F_15,69,20,DENV-2 RdRp picogreen,748,575,25,0
1.1.O:3,CC(CNS(CCc1ccccc1)(=O)=O)(c1ccco1)O,UNC10401738A,F5857-9494,PLATE 121_O_03,66,20,DENV-2 RdRp picogreen,832,576,25,0
1.4.N:20,COc1ccc(c(c1)OC)S(NCC1(CCCC1)c1cccs1)(=O)=O,UNC10372023A,F5224-0044,PLATE 027_N_20,96,20,DENV-2 RdRp picogreen,248,577,25,0
1.9.P:20,COc1ccc(cc1S(NCC(c1ccco1)S(c1ccc(cc1)[Cl])(=O)=O)(=O)=O)F,UNC10385436A,F2569-0750,PLATE 069_P_20,85,20,DENV-2 RdRp picogreen,492,578,25,0
1.4.M:20,Cc1cc(ccc1F)S(NCc1ccsc1)(=O)=O,UNC10372022A,F5105-0050,PLATE 027_M_20,97,20,DENV-2 RdRp picogreen,181,579,25,0
1.14.H:5,C(c1cc(cs1)c1ccco1)NS(Cc1ccccc1)(=O)=O,UNC10391565A,F6522-0248,PLATE 089_H_05,97,20,DENV-2 RdRp picogreen,201,580,25,0
1.13.M:16,Cc1cccc(CS(NCc2ccc(c3ccoc3)o2)(=O)=O)c1,UNC10391426A,F6516-1812,PLATE 088_M_16,86,20,DENV-2 RdRp picogreen,481,581,25,0
1.15.C:22,C(c1ccc(c2ccoc2)o1)NS(c1ccccc1[Cl])(=O)=O,UNC10411286A,F6516-1824,PLATE 150_C_22,95,20,DENV-2 RdRp picogreen,313,582,25,0
1.4.E:17,C(c1ccc(c2ccoc2)o1)NS(c1ccccc1[Br])(=O)=O,UNC10407708A,F6516-1885,PLATE 139_E_17,94,20,DENV-2 RdRp picogreen,338,583,25,0
1.13.A:8,C(c1ccc(c2cccs2)o1)NS(c1cccc2ccccc12)(=O)=O,UNC10391286A,F6516-0304,PLATE 088_A_08,89,20,DENV-2 RdRp picogreen,424,584,25,0
1.13.O:6,C1CC1S(NCc1ccc(c2cccs2)o1)(=O)=O,UNC10391268A,F6516-0239,PLATE 088_O_06,87,20,DENV-2 RdRp picogreen,467,585,25,0
1.15.E:7,Cc1cc(ccc1S(NCc1cccnc1c1ccco1)(=O)=O)F,UNC10382359A,F6515-2034,PLATE 060_E_07,87,20,DENV-2 RdRp picogreen,457,586,25,0
1.8.B:14,Cc1cc(ccc1S(NCc1c(c2ccco2)nccn1)(=O)=O)F,UNC10404141A,F6562-9660,PLATE 128_B_14,74,20,DENV-2 RdRp picogreen,657,587,25,0
1.11.N:12,C(c1ccc(c2ccco2)nc1)NS(c1ccccc1C(F)(F)F)(=O)=O,UNC10390723A,F6482-6805,PLATE 086_N_12,73,20,DENV-2 RdRp picogreen,674,588,25,0
1.15.C:7,COc1cccc(c1)S(NCc1cccnc1c1ccco1)(=O)=O,UNC10382357A,F6515-2031,PLATE 060_C_07,82,20,DENV-2 RdRp picogreen,537,589,25,0
1.13.A:17,COc1ccccc1S(NCc1ccnc(c1)c1ccco1)(=O)=O,UNC10391430A,F6515-1497,PLATE 088_A_17,79,20,DENV-2 RdRp picogreen,585,590,25,0
1.8.J:19,COc1ccccc1S(NCc1cc(cnc1)c1ccco1)(=O)=O,UNC10404229A,F6561-1622,PLATE 128_J_19,72,20,DENV-2 RdRp picogreen,694,591,25,0
1.12.J:21,CCc1ccc(cc1)S(NCc1ccc(c2ccoc2)nc1)(=O)=O,UNC10376833A,F6560-7806,PLATE 042_J_21,75,20,DENV-2 RdRp picogreen,628,592,25,0
1.12.L:21,C(c1ccc(c2ccoc2)nc1)NS(c1ccccc1[Cl])(=O)=O,UNC10376835A,F6560-7820,PLATE 042_L_21,68,20,DENV-2 RdRp picogreen,762,593,25,0
1.6.L:7,CCc1ccc(s1)S(NCc1cccnc1c1ccco1)(=O)=O,UNC10403399A,F6515-2037,PLATE 126_L_07,76,20,DENV-2 RdRp picogreen,622,594,25,0
1.4.J:19,Cc1cccc(CS(NCc2cc(cnc2)c2ccoc2)(=O)=O)c1,UNC10407745A,F6573-9185,PLATE 139_J_19,67,20,DENV-2 RdRp picogreen,809,595,25,0
1.13.C:22,Cc1cc(ccc1S(NCc1ccc(c2ccnn2C)o1)(=O)=O)F,UNC10391512A,F6516-4401,PLATE 088_C_22,73,20,DENV-2 RdRp picogreen,676,596,25,0
1.5.M:4,Cc1cc(ccc1OC)S(N1CCN(CC1)c1cc(nc(n1)OC)OC)(=O)=O,UNC10372086A,F5241-0102,PLATE 028_M_04,98,20,DENV-2 RdRp picogreen,122,597,25,0
1.3.M:3,CCCC(Nc1ccc(cc1)S(N1CCOC(C1)c1ccccc1)(=O)=O)=O,UNC10371432A,F5028-0058,PLATE 026_M_03,97,20,DENV-2 RdRp picogreen,166,598,25,0
1.11.L:15,COC(c1ccc(cc1)S(N1CCCC(C1)Oc1ncc(cn1)F)(=O)=O)=O,UNC10390769A,F6480-3986,PLATE 086_L_15,78,20,DENV-2 RdRp picogreen,595,599,25,0
1.8.E:3,COC(c1ccc(cc1)S(N1CCCC(C1)Oc1ccncn1)(=O)=O)=O,UNC10375261A,F6480-5714,PLATE 038_E_03,67,20,DENV-2 RdRp picogreen,788,600,25,0
1.5.N:3,COc1cccc(c1)S(N1CCOCC1)(=O)=O,UNC10370155A,F3394-0167,PLATE 022_N_03,96,20,DENV-2 RdRp picogreen,218,601,25,0
1.5.N:11,COc1cccc(c1)S(N1CCCC1C(O)=O)(=O)=O,UNC10370282A,F3394-1133,PLATE 022_N_11,95,20,DENV-2 RdRp picogreen,287,602,25,0
1.5.M:5,CCOc1ccc(cc1S(N1CCN(CC1)C(C)=O)(=O)=O)C(C)(C)C,UNC10370186A,F3386-0659,PLATE 022_M_05,95,20,DENV-2 RdRp picogreen,275,603,25,0
1.5.M:3,CCOc1cc(c(cc1C)OCC)S(N1CCN(CC1)CCO)(=O)=O,UNC10370154A,F3386-0145,PLATE 022_M_03,89,20,DENV-2 RdRp picogreen,418,604,25,0
1.5.M:21,CCCCOc1ccc(cc1C)S(N(C)C)(=O)=O,UNC10370441A,F3386-3499,PLATE 022_M_21,95,20,DENV-2 RdRp picogreen,283,605,25,0
1.3.N:19,Cc1ccc(cc1)S(N(C)CC(NC(C)(C)C)=O)(=O)=O,UNC10369776A,F3342-0401,PLATE 020_N_19,83,20,DENV-2 RdRp picogreen,518,606,25,0
1.2.N:12,COC(N1CCC(CC1)CNS(c1ccc(cc1)C(F)(F)F)(=O)=O)=O,UNC10371257A,F5017-1977,PLATE 025_N_12,97,20,DENV-2 RdRp picogreen,157,607,25,0
1.2.N:21,Cc1cc(ccc1S(NCC1CCN(C)CC1)(=O)=O)OC,UNC10371401A,F5017-0063,PLATE 025_N_21,97,20,DENV-2 RdRp picogreen,164,608,25,0
1.5.M:4,CC(C)(C)c1cc(ccc1OC)S(NC1CCCC1)(=O)=O,UNC10370170A,F3386-3544,PLATE 022_M_04,95,20,DENV-2 RdRp picogreen,274,609,25,0
1.3.N:5,Cc1ccc(cc1C)S(NC1CCCCCC1)(=O)=O,UNC10369559A,F3318-0489,PLATE 020_N_05,83,20,DENV-2 RdRp picogreen,517,610,25,0
1.5.N:9,COc1cccc(c1)S(NCc1ccc(cc1)C(N1CCCCC1)=O)(=O)=O,UNC10370250A,F3394-0933,PLATE 022_N_09,95,20,DENV-2 RdRp picogreen,286,611,25,0
1.2.N:4,Cc1ccc(s1)S(NCC1CCN(CC1)CCOC)(=O)=O,UNC10371129A,F5017-0219,PLATE 025_N_04,96,20,DENV-2 RdRp picogreen,232,612,25,0
1.2.N:8,COc1ccc(cc1F)S(NCC1CCN(CC1)Cc1ccco1)(=O)=O,UNC10371193A,F5017-0786,PLATE 025_N_08,96,20,DENV-2 RdRp picogreen,234,613,25,0
1.2.N:10,CCOc1ccc(cc1F)S(NCC1CCN(CC1)Cc1cccs1)(=O)=O,UNC10371225A,F5017-0910,PLATE 025_N_10,96,20,DENV-2 RdRp picogreen,236,614,25,0
1.5.M:17,CCN(CC)CCCNS(c1cc(c(cc1[Cl])OC)[Cl])(=O)=O,UNC10370377A,F3386-2998,PLATE 022_M_17,95,20,DENV-2 RdRp picogreen,280,615,25,0
1.5.M:7,Cc1cc(C)c(C)c(c1C)S(NCCO)(=O)=O,UNC10195707A,F3386-0803,PLATE 022_M_07,95,20,DENV-2 RdRp picogreen,276,616,25,0
1.5.M:11,CC(C)(C)c1ccc(cc1)S(NCCOC)(=O)=O,UNC10370281A,F3386-1590,PLATE 022_M_11,95,20,DENV-2 RdRp picogreen,278,617,25,0
1.3.N:3,Cc1cc(c(C)cc1OC)S(NCCOC)(=O)=O,UNC10369527A,F3318-0368,PLATE 020_N_03,83,20,DENV-2 RdRp picogreen,516,618,25,0
1.5.M:10,CCOc1ccc(cc1)S(NCC(C)O)(=O)=O,UNC10370265A,F3386-4058,PLATE 022_M_10,95,20,DENV-2 RdRp picogreen,277,619,25,0
